"","datetime","city","country","shape"
"23554",2006-12-29,"blue ridge (close to)","us","circle"
"61980",2012-07-01,"blue springs","us","circle"
"3598",2006-10-20,"bluefield","us","circle"
"57902",2010-06-26,"blueridge",NA,"circle"
"55909",2010-06-19,"bluff city","us","circle"
"59499",2010-06-03,"bluffton",NA,"circle"
"40194",2005-04-01,"blyth",NA,"circle"
"11890",2010-11-19,"boardman","us","circle"
"16938",2003-01-16,"boaz","us","circle"
"12709",2014-01-01,"boca raton","us","circle"
"38343",2014-03-31,"boca raton","us","circle"
"78396",2003-08-30,"boca raton","us","circle"
"1891",1966-10-15,"boca raton (military trail)","us","circle"
"51151",2014-05-07,"bocholt (germany)","de","circle"
"53272",2006-06-01,"bodie (near)","us","circle"
"56754",1996-06-22,"boekel (the netherlands)",NA,"circle"
"15828",2013-11-03,"boerne","us","circle"
"32663",2009-02-04,"boerne texas",NA,"circle"
"38418",2006-03-03,"bognor regis (uk/england)","gb","circle"
"67675",1997-07-30,"bognor regis (uk/england)","gb","circle"
"36106",2014-03-19,"bogota (colombia)",NA,"circle"
"6300",2000-10-31,"boise","us","circle"
"22119",2011-12-22,"boise","us","circle"
"22571",2011-12-24,"boise","us","circle"
"22636",2013-12-24,"boise","us","circle"
"28964",2014-02-01,"boise","us","circle"
"30535",2014-02-19,"boise","us","circle"
"34890",2007-03-14,"boise","us","circle"
"39828",2014-04-10,"boise","us","circle"
"57094",2006-06-23,"boise","us","circle"
"64442",2006-07-18,"boise","us","circle"
"64630",2000-07-19,"boise","us","circle"
"69715",2013-07-04,"boise","us","circle"
"74235",2011-08-15,"boise","us","circle"
"83878",2009-09-18,"boise","us","circle"
"89065",2013-09-09,"boise","us","circle"
"63100",1976-07-15,"bokchito","us","circle"
"21977",2013-01-22,"boldo","us","circle"
"81122",2001-09-11,"bolingbrook","us","circle"
"85009",2005-09-02,"boliver",NA,"circle"
"77026",2012-08-24,"bolton landing","us","circle"
"40867",2012-04-14,"bongaigaon (assam) (india)",NA,"circle"
"2779",2001-10-17,"bonita springs","us","circle"
"47374",2007-05-15,"bonita springs","us","circle"
"83321",2001-09-16,"bonita springs","us","circle"
"11152",2013-11-16,"boomer","us","circle"
"74615",2001-08-17,"boone","us","circle"
"64046",2013-07-16,"booneville","us","circle"
"5726",2011-10-28,"boothwyn","us","circle"
"24197",2013-12-31,"boracay island (philippines)",NA,"circle"
"39327",2006-03-08,"bordentown","us","circle"
"28345",2013-01-09,"borehamwood (uk/england)","gb","circle"
"37385",2002-03-26,"borger","us","circle"
"83501",1999-09-17,"boring","us","circle"
"26830",2014-01-30,"boscawen","us","circle"
"18896",2010-12-10,"boscobel","us","circle"
"20708",1998-12-17,"bossier city","us","circle"
"24218",2013-12-31,"bossier city","us","circle"
"34676",2006-03-13,"bossier city","us","circle"
"15037",2013-11-28,"boston","us","circle"
"56777",2001-06-22,"boston","us","circle"
"70449",1974-07-07,"boston","us","circle"
"79129",1964-08-04,"boston","us","circle"
"81464",1991-09-01,"boston (above)","us","circle"
"66486",2006-07-25,"boston (uk/england)","gb","circle"
"30880",2012-02-21,"bothell","us","circle"
"33370",2012-02-08,"bothell","us","circle"
"34096",2001-03-01,"bothell","us","circle"
"69515",2012-07-04,"bothell","us","circle"
"84374",1998-09-20,"bothell (northern sky)","us","circle"
"20412",2007-12-15,"boulder","us","circle"
"21875",2008-01-22,"boulder","us","circle"
"33548",2013-02-09,"boulder","us","circle"
"45855",2007-05-10,"boulder","us","circle"
"6260",1991-10-31,"boulder (10 miles west)","us","circle"
"50646",2011-05-04,"bountiful","us","circle"
"5738",2012-10-28,"bourbonnais","us","circle"
"55306",2013-06-16,"bourbonnais","us","circle"
"4351",2012-10-22,"bourne","us","circle"
"86763",2008-09-28,"bournemouth (uk/england)","gb","circle"
"8754",1998-11-11,"bowling green","us","circle"
"15042",2013-11-28,"bowling green","us","circle"
"58274",2009-06-28,"bowling green","us","circle"
"59661",2010-06-04,"bowling green","us","circle"
"70372",2013-07-06,"bowling green","us","circle"
"79084",2012-08-03,"bowling green","us","circle"
"4550",2010-10-23,"boyertown","us","circle"
"23110",2013-12-26,"boynton beach","us","circle"
"35677",2007-03-17,"boynton beach","us","circle"
"36102",2014-03-19,"boynton beach","us","circle"
"40303",2014-04-01,"boynton beach","us","circle"
"63591",2005-07-15,"boynton beach","us","circle"
"11392",2012-11-17,"bozeman","us","circle"
"17193",2012-11-06,"bozeman","us","circle"
"33205",2014-02-07,"bozeman","us","circle"
"81878",2013-09-01,"bozrah",NA,"circle"
"18977",2002-12-11,"brabrand (denmark)",NA,"circle"
"2867",2008-10-17,"bracknell (uk/england)","gb","circle"
"11537",2001-11-18,"bradenton","us","circle"
"22210",2001-12-23,"bradenton","us","circle"
"37712",2004-03-28,"bradenton","us","circle"
"54026",2012-06-14,"bradenton (northeast area of)","us","circle"
"35554",2013-03-16,"bradenton/sarasota",NA,"circle"
"47760",1979-05-18,"bradford","us","circle"
"16203",2013-01-14,"bradford (uk/england)","gb","circle"
"24579",2012-01-23,"bradford (west yorkshire) (uk/england)","gb","circle"
"24580",2012-01-23,"bradford (west yorkshire) (uk/england)","gb","circle"
"30356",2013-02-18,"bradford (west yorkshire) (uk/england)","gb","circle"
"82098",2010-09-12,"bradford (west yorkshire) (uk/england)","gb","circle"
"48480",2009-05-21,"bradley beach","us","circle"
"77390",1970-08-26,"brady","us","circle"
"65647",1968-07-22,"brainerd","us","circle"
"55997",1975-06-20,"brainerd (near)","us","circle"
"10616",2007-11-15,"braintree",NA,"circle"
"23735",2007-12-30,"braintree",NA,"circle"
"14299",2001-11-25,"bramptom",NA,"circle"
"6284",1998-10-31,"brampton (canada)","ca","circle"
"35968",2004-03-19,"brampton (canada)","ca","circle"
"37560",2005-03-27,"brampton (canada)","ca","circle"
"83098",2006-09-15,"brampton (canada)","ca","circle"
"83099",2006-09-15,"brampton (canada)","ca","circle"
"33124",2005-02-07,"branchville","us","circle"
"62622",1994-07-14,"branchville","us","circle"
"75107",2013-08-18,"brandenton beach",NA,"circle"
"4884",2013-10-24,"brandon","us","circle"
"14608",2013-11-26,"brandon",NA,"circle"
"36635",2013-03-02,"brandon","us","circle"
"62213",2009-07-12,"brandon","us","circle"
"67829",2011-07-30,"brandon","us","circle"
"65551",2009-07-03,"branson","us","circle"
"59430",2002-06-03,"brantford (canada)","ca","circle"
"71809",2009-08-11,"brantford (canada)","ca","circle"
"84820",2011-09-21,"brantford (canada)","ca","circle"
"34286",1975-03-12,"brasilia (brazil)",NA,"circle"
"28900",2012-02-01,"brattleboro","us","circle"
"30342",2012-02-18,"brattleboro","us","circle"
"23953",2006-12-31,"brawley","us","circle"
"3056",2005-10-18,"brazil","us","circle"
"3941",2012-10-21,"brazil","us","circle"
"26455",2003-12-09,"brazil","us","circle"
"46707",2001-05-13,"brea","us","circle"
"86784",2010-09-28,"breaux bridge","us","circle"
"21145",2013-12-19,"brecksville","us","circle"
"81339",1957-09-01,"brecksville","us","circle"
"75782",2013-08-20,"bredenbury (canada)","ca","circle"
"2039",1988-10-15,"bremerton","us","circle"
"16197",2012-01-14,"bremerton","us","circle"
"23987",2008-12-31,"bremerton","us","circle"
"27433",1999-01-05,"bremerton","us","circle"
"38749",2007-03-05,"bremerton","us","circle"
"40411",2007-04-12,"bremerton","us","circle"
"55587",2004-06-18,"bremerton","us","circle"
"65029",2006-07-20,"bremerton","us","circle"
"67189",1999-07-28,"bremerton","us","circle"
"69227",2010-07-04,"bremerton","us","circle"
"69565",2012-07-04,"bremerton","us","circle"
"69632",2013-07-04,"bremerton","us","circle"
"75543",2001-08-20,"bremerton","us","circle"
"81775",2011-09-01,"bremerton","us","circle"
"81803",2012-09-01,"bremerton","us","circle"
"12729",2014-01-01,"brenda","us","circle"
"10671",2011-11-15,"brentwood","us","circle"
"12646",2014-01-01,"brentwood","us","circle"
"43217",2007-04-24,"brentwood","us","circle"
"54210",1968-06-15,"brevard","us","circle"
"25877",2008-01-27,"briarwood (queens)",NA,"circle"
"1515",2010-10-13,"brick",NA,"circle"
"15076",2013-11-28,"brick",NA,"circle"
"17549",2011-11-07,"brick",NA,"circle"
"41729",2013-04-17,"brick",NA,"circle"
"59681",2012-06-04,"brick",NA,"circle"
"69456",2012-07-04,"brick",NA,"circle"
"78263",2011-08-29,"brick",NA,"circle"
"60699",2003-06-09,"bridgend (7 miles outside cardiff) (uk/wales)","gb","circle"
"267",2012-10-10,"bridgeport","us","circle"
"434",2008-10-11,"bridgeport","us","circle"
"49421",2007-05-26,"bridgeport","us","circle"
"50571",2002-05-04,"bridgeport",NA,"circle"
"54611",1995-06-15,"bridgeport","us","circle"
"58494",2011-06-29,"bridgeport","us","circle"
"59324",2012-06-30,"bridgeport","us","circle"
"66358",1974-07-25,"bridgeport","us","circle"
"75640",2006-08-20,"bridgeport","us","circle"
"75707",2010-08-20,"bridgeport","us","circle"
"78910",2000-08-03,"bridgeport","us","circle"
"88312",2012-09-06,"bridgeport","us","circle"
"6676",1999-10-03,"bridgeport/stamford",NA,"circle"
"56012",1980-06-20,"bridgeton","us","circle"
"12978",2013-11-20,"bridgewater","us","circle"
"20760",2005-12-17,"bridgewater",NA,"circle"
"3039",2003-10-18,"bridgewater (canada)","ca","circle"
"71172",2009-07-09,"brigham city","us","circle"
"307",1978-10-11,"brighton","us","circle"
"14627",1991-11-27,"brighton","us","circle"
"77781",2010-08-27,"brighton","us","circle"
"10578",2005-11-15,"brighton (uk/england)","gb","circle"
"12306",2007-01-01,"brightwood","us","circle"
"66985",2005-07-27,"brightwood","us","circle"
"27370",2013-01-04,"brimfield","us","circle"
"26612",2011-12-09,"brinnon","us","circle"
"64475",2009-07-18,"brinnon","us","circle"
"73353",2009-08-14,"brinnon","us","circle"
"14764",2010-11-27,"brisbane (australia)","au","circle"
"35751",2014-03-17,"brisbane (australia)","au","circle"
"41820",2007-04-18,"brisbane (australia)","au","circle"
"85025",2006-09-02,"brisbane (australia)","au","circle"
"8809",2004-11-11,"brisbane (qld&#44 australia)","au","circle"
"9073",1997-01-11,"brisbane (qld&#44 australia)","au","circle"
"82912",1998-09-15,"brisbane (qld&#44 australia)","au","circle"
"26663",2013-12-09,"bristol","us","circle"
"70327",2012-07-06,"bristol","us","circle"
"71615",2013-08-10,"bristol","us","circle"
"78568",2013-08-30,"bristol","us","circle"
"50157",2009-05-30,"bristol (uk/england)","gb","circle"
"44375",2010-04-30,"broadview heights","us","circle"
"37877",2006-03-29,"brockville (outside of&#44 before exit 687) (canada)","ca","circle"
"46655",2012-05-12,"broken arrow","us","circle"
"12424",2010-01-01,"bromsgrove (uk/england)","gb","circle"
"61006",2005-07-10,"brook park","us","circle"
"61015",2005-07-10,"brook park","us","circle"
"61328",2010-07-11,"brookfield","us","circle"
"82080",2009-09-12,"brookfield","us","circle"
"87034",2010-09-29,"brookfield","us","circle"
"28323",2012-01-09,"brookhaven","us","circle"
"84145",2009-09-19,"brookhaven hamlet",NA,"circle"
"3327",2010-10-19,"brookings","us","circle"
"68809",2004-07-04,"brookings","us","circle"
"67086",2011-07-27,"brookings (near)","us","circle"
"15986",2004-11-04,"brooks","us","circle"
"25345",2013-12-05,"broome (australia)","au","circle"
"69777",2013-07-04,"broomfiled- standley lake",NA,"circle"
"82848",1992-09-16,"broward county",NA,"circle"
"5821",2002-10-29,"brown city","us","circle"
"74128",2007-08-15,"browns mills","us","circle"
"5924",2010-10-29,"browns summit","us","circle"
"5753",2013-10-28,"brownsville","us","circle"
"8470",1995-11-10,"brownsville","us","circle"
"10973",2000-11-16,"brownsville","us","circle"
"29207",2005-02-13,"brownsville","us","circle"
"41728",2013-04-17,"brownsville","us","circle"
"43339",1976-04-25,"brownsville","us","circle"
"80737",1967-09-10,"brownville","us","circle"
"56977",2013-06-22,"bruce beach (canada)",NA,"circle"
"3267",2007-10-19,"brule","us","circle"
"54774",2000-06-15,"brumunddal (norway)",NA,"circle"
"13920",2003-11-23,"brunswick","us","circle"
"15705",2009-01-13,"brunswick","us","circle"
"37724",2006-03-28,"brunswick","us","circle"
"73266",2002-08-14,"brunswick","us","circle"
"18528",2000-01-20,"bryant","us","circle"
"73730",1988-08-15,"buchanan","us","circle"
"8730",1983-11-11,"bucharest (romania)",NA,"circle"
"35291",2008-03-15,"buckeye","us","circle"
"83925",2012-09-18,"buckeye","us","circle"
"44809",1999-04-05,"buckfastleigh&#44 devon (uk/england)",NA,"circle"
"75260",2006-08-19,"buckhannon","us","circle"
"33474",2003-02-09,"budapest (hungary)",NA,"circle"
"53417",1950-06-12,"budapest (hungary)",NA,"circle"
"61691",1996-07-01,"buehler (switzerland)",NA,"circle"
"47288",2004-05-15,"buenos aires (argentina)",NA,"circle"
"45654",2011-04-09,"buffalo","us","circle"
"67759",2007-07-30,"buffalo","us","circle"
"75927",2004-08-21,"buffalo","us","circle"
"75974",2008-08-21,"buffalo","us","circle"
"78992",2007-08-03,"buffalo","us","circle"
"80965",2011-09-10,"buffalo","us","circle"
"28989",2000-02-12,"buffalo/amherst",NA,"circle"
"59548",2013-06-03,"buford","us","circle"
"9806",2013-11-12,"buhl","us","circle"
"52051",2010-06-11,"bulgaria",NA,"circle"
"24112",2012-12-31,"bullhead city","us","circle"
"3419",1968-10-20,"bullskin",NA,"circle"
"9701",2008-11-12,"bumpass","us","circle"
"53093",1998-06-01,"bundaverg (australia)",NA,"circle"
"86814",2011-09-28,"bunn","us","circle"
"17619",2013-11-07,"bunnell/palm coast",NA,"circle"
"12435",2010-01-01,"burbage&#44 leicestershire (uk/england)",NA,"circle"
"12310",2008-01-01,"burbank","us","circle"
"53987",2010-06-14,"burbank","us","circle"
"73385",2010-08-14,"burbank","us","circle"
"74037",2004-08-15,"burbank (10-20 mins flight to)","us","circle"
"61963",2012-07-01,"burgaw","us","circle"
"70072",2012-07-05,"burien (seattle)","us","circle"
"73933",2000-08-15,"burke","us","circle"
"67190",1999-07-28,"burks falls (canada)","ca","circle"
"69618",2012-07-04,"burleson","us","circle"
"78938",2003-08-03,"burleson","us","circle"
"55818",2005-06-19,"burley","us","circle"
"6199",2012-10-30,"burlington","us","circle"
"11989",1968-01-01,"burlington","us","circle"
"14084",2000-11-24,"burlington","us","circle"
"14612",2013-11-26,"burlington","us","circle"
"27091",2007-01-03,"burlington","us","circle"
"40941",1971-04-15,"burlington","us","circle"
"42104",2014-04-19,"burlington","us","circle"
"57878",2009-06-26,"burlington","us","circle"
"58599",1957-06-30,"burlington","us","circle"
"59923",2013-06-05,"burlington","us","circle"
"54171",1966-06-15,"burlington (canada)","ca","circle"
"75353",2012-08-19,"burlington (canada)","ca","circle"
"79623",2012-08-05,"burlington (canada)","ca","circle"
"60701",2003-06-09,"burney","us","circle"
"15830",2013-11-03,"burns","us","circle"
"49700",1987-05-28,"burnside","us","circle"
"37163",2014-03-24,"burnstown (canada)",NA,"circle"
"13508",2012-11-02,"burnsville","us","circle"
"13799",2012-11-22,"burnsville","us","circle"
"16190",2012-11-04,"burnsville","us","circle"
"39831",2014-04-10,"burnsville","us","circle"
"58723",1972-06-30,"burnsville","us","circle"
"74178",2009-08-15,"burr ridge","us","circle"
"6660",1978-10-03,"burt","us","circle"
"19495",2011-12-01,"burton","us","circle"
"77312",2011-08-25,"burton","us","circle"
"30431",2004-02-19,"burton dassett (uk/england)",NA,"circle"
"66319",2012-07-24,"burton on trent (uk/england)",NA,"circle"
"12391",2009-01-01,"burton-in-kendal (uk/england)",NA,"circle"
"42979",2001-04-23,"burtonsville","us","circle"
"47212",2000-05-15,"bushkill","us","circle"
"49103",2008-05-24,"butler","us","circle"
"54648",1996-06-15,"butler","us","circle"
"68767",2003-07-04,"butler","us","circle"
"72830",2012-08-12,"butte","us","circle"
"41348",2002-04-16,"byram","us","circle"
"50958",2014-05-05,"byron","us","circle"
"50071",2002-05-30,"c&quot;an picafort (majorca) (spain)",NA,"circle"
"23752",2008-12-30,"cabo rojo (puerto rico)",NA,"circle"
"84123",2008-09-19,"cabo rojo (puerto rico)",NA,"circle"
"38931",2006-03-06,"cabo san lucas (mexico)",NA,"circle"
"34163",2007-03-01,"cabool","us","circle"
"38934",2006-03-06,"cabool","us","circle"
"1010",2011-10-01,"cabot/lonoke",NA,"circle"
"77505",2007-08-26,"cadillac","us","circle"
"61157",2013-07-10,"cadiz","us","circle"
"62130",2004-07-12,"cadiz","us","circle"
"1691",2002-10-14,"cagayan de oro city (philippines)",NA,"circle"
"66396",1999-07-25,"caicara (venezuela)",NA,"circle"
"18526",2000-01-20,"cairo","us","circle"
"23963",2007-12-31,"cairo","us","circle"
"74928",2004-08-18,"cairo","us","circle"
"45141",2014-04-06,"cairo (egypt)",NA,"circle"
"22908",2013-12-25,"calabasas","us","circle"
"26796",2012-01-30,"calabash","us","circle"
"75530",2001-08-20,"calahonda (spain)",NA,"circle"
"45640",2009-04-09,"calcutta","us","circle"
"22629",2013-12-24,"caldwell","us","circle"
"37330",2014-03-25,"caledonia","us","circle"
"49855",2012-05-28,"caledonia","us","circle"
"51317",2014-05-07,"calera","us","circle"
"88901",2003-09-09,"calexico","us","circle"
"11086",2011-11-16,"calgary (canada)","ca","circle"
"17870",2007-01-18,"calgary (canada)","ca","circle"
"30086",2002-02-17,"calgary (canada)","ca","circle"
"31771",2007-02-25,"calgary (canada)","ca","circle"
"35460",2007-03-16,"calgary (canada)","ca","circle"
"42213",2005-04-20,"calgary (canada)","ca","circle"
"52584",1980-06-01,"calgary (canada)","ca","circle"
"64458",2008-07-18,"calgary (canada)","ca","circle"
"71131",2006-07-09,"calgary (canada)","ca","circle"
"80626",2006-08-10,"calgary (canada)","ca","circle"
"82184",1998-09-13,"calgary (canada)","ca","circle"
"82462",2001-09-14,"calgary (canada)","ca","circle"
"52524",1978-06-01,"calgary (west of) (canada)","ca","circle"
"6790",2008-10-03,"calhan","us","circle"
"5875",2007-10-29,"calhoun","us","circle"
"13643",2003-11-22,"calhoun (north of)","us","circle"
"47929",2013-05-18,"califon","us","circle"
"88624",2002-09-08,"califon","us","circle"
"4562",2011-10-23,"california","us","circle"
"5712",2011-10-28,"california","us","circle"
"38724",2005-03-05,"california",NA,"circle"
"46842",2013-05-13,"california","us","circle"
"54621",1995-06-15,"calipatria","us","circle"
"39321",2006-03-08,"caloundra (australia)","au","circle"
"406",2006-10-11,"calumet city",NA,"circle"
"60867",1977-07-10,"calumet city","us","circle"
"86235",1999-09-26,"calumet city (just south of chicago&#44ill)&#44 ill",NA,"circle"
"7985",1997-10-09,"camarillo","us","circle"
"29220",2006-02-13,"camarillo","us","circle"
"58983",1997-06-30,"camarillo","us","circle"
"59182",2006-06-30,"camarillo","us","circle"
